distancia;desnivel;velocidad;corredor;equipo;uci;tiempo;puesto;edad;anio;carrera;etapa;ganador;fecha;categoria;nombre_carr;Coef;cronoescalada;prologo;minutos;segundos;minutos_decimales;rating_carrera;color_carrera
8.6;48;58.748;ganna filippo;INEOS Grenadiers;100;0:08:47;1;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;2.98;No;No;8.0;47.0;8.78;99;#006400
8.6;48;56.291;moscon gianni;INEOS Grenadiers;0;0:23;10;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.612;No;No;9.0;10.0;9.17;76;#ADFF2F
8.6;48;53.379;torres albert;Movistar Team;0;0:53;100;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.009;No;No;9.0;40.0;9.67;49;#FF0000
8.6;48;53.287;taaramae rein;Intermarche - Wanty - Gobert Materiaux;0;0:54;101;34;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.06;No;No;9.0;41.0;9.68;49;#FF0000
8.6;48;53.287;albanese vincenzo;EOLO-Kometa;0;0:54;102;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.06;No;No;9.0;41.0;9.68;49;#FF0000
8.6;48;53.196;hamilton chris;Team DSM;0;0:55;103;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.11;No;No;9.0;42.0;9.7;48;#FF0000
8.6;48;53.196;buchmann emanuel;BORA - hansgrohe;0;0:55;104;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.11;No;No;9.0;42.0;9.7;48;#FF0000
8.6;48;53.105;ciccone giulio;Trek - Segafredo;0;0:56;107;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.161;No;No;9.0;43.0;9.72;47;#FF0000
8.6;48;53.014;benedetti cesare;BORA - hansgrohe;0;0:57;109;33;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.212;No;No;9.0;44.0;9.73;46;#FF0000
8.6;48;56.189;vlasov aleksandr;Astana - Premier Tech;0;0:24;11;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.556;No;No;9.0;11.0;9.18;75;#ADFF2F
8.6;48;52.923;merlier tim;Alpecin-Fenix;0;0:58;112;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.262;No;No;9.0;45.0;9.75;45;#FF0000
8.6;48;52.923;janssens jimmy;Alpecin-Fenix;0;0:58;114;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.262;No;No;9.0;45.0;9.75;45;#FF0000
8.6;48;52.923;consonni simone;Cofidis;0;0:58;115;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.262;No;No;9.0;45.0;9.75;45;#FF0000
8.6;48;52.833;bouchard geoffrey;AG2R Citroen Team;0;0:59;116;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.313;No;No;9.0;46.0;9.77;44;#FF0000
8.6;48;52.833;pronskiy vadim;Astana - Premier Tech;0;0:59;117;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.313;No;No;9.0;46.0;9.77;44;#FF0000
8.6;48;55.986;bettiol alberto;EF Education - Nippo;0;0:26;12;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.443;No;No;9.0;13.0;9.22;73;#ADFF2F
8.6;48;52.653;vermeersch gianni;Alpecin-Fenix;0;1:01;120;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.413;No;No;9.0;48.0;9.8;43;#FF0000
8.6;48;52.653;rochas remy;Cofidis;0;1:01;123;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.413;No;No;9.0;48.0;9.8;43;#FF0000
8.6;48;52.564;gougeard alexis;AG2R Citroen Team;0;1:02;125;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.462;No;No;9.0;49.0;9.82;42;#FF0000
8.6;48;52.564;knox james;Deceuninck - Quick Step;0;1:02;126;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.462;No;No;9.0;49.0;9.82;42;#FF0000
8.6;48;55.884;castroviejo jonathan;INEOS Grenadiers;0;0:27;13;34;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.386;No;No;9.0;14.0;9.23;72;#ADFF2F
8.6;48;52.386;pasqualon andrea;Intermarche - Wanty - Gobert Materiaux;0;1:04;131;33;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.561;No;No;9.0;51.0;9.85;40;#FF0000
8.6;48;52.386;lafay victor;Cofidis;0;1:04;132;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.561;No;No;9.0;51.0;9.85;40;#FF0000
8.6;48;52.209;kanter max;Team DSM;0;1:06;134;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.66;No;No;9.0;53.0;9.88;39;#FF0000
8.6;48;52.209;hirt jan;Intermarche - Wanty - Gobert Materiaux;0;1:06;135;30;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.66;No;No;9.0;53.0;9.88;39;#FF0000
8.6;48;52.209;ghebreigzabhier amanuel;Trek - Segafredo;0;1:06;136;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.66;No;No;9.0;53.0;9.88;39;#FF0000
8.6;48;51.946;de bondt dries;Alpecin-Fenix;0;1:09;140;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.806;No;No;9.0;56.0;9.93;36;#FF0000
8.6;48;51.859;zana filippo;Bardiani-CSF-Faizane;0;1:10;142;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.855;No;No;9.0;57.0;9.95;35;#FF0000
8.6;48;51.859;cimolai davide;Israel Start-Up Nation;0;1:10;143;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.855;No;No;9.0;57.0;9.95;35;#FF0000
8.6;48;51.859;petilli simone;Intermarche - Wanty - Gobert Materiaux;0;1:10;144;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.855;No;No;9.0;57.0;9.95;35;#FF0000
8.6;48;51.859;cataldo dario;Movistar Team;0;1:10;146;36;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.855;No;No;9.0;57.0;9.95;35;#FF0000
8.6;48;51.773;ewan caleb;Lotto Soudal;0;1:11;147;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.903;No;No;9.0;58.0;9.97;35;#FF0000
8.6;48;51.773;oldani stefano;Lotto Soudal;0;1:11;148;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.903;No;No;9.0;58.0;9.97;35;#FF0000
8.6;48;51.686;mosca jacopo;Trek - Segafredo;0;1:12;149;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.951;No;No;9.0;59.0;9.98;34;#FF0000
8.6;48;51.6;groenewegen dylan;Team Jumbo-Visma;0;1:13;152;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.999;No;No;10.0;0.0;10.0;33;#FF0000
8.6;48;51.514;guglielmi simon;Groupama - FDJ;0;1:14;155;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.047;No;No;10.0;1.0;10.02;32;#FF0000
8.6;48;51.429;pedrero antonio;Movistar Team;0;1:15;156;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.094;No;No;10.0;2.0;10.03;31;#FF0000
8.6;48;55.683;oliveira nelson;Movistar Team;0;0:29;16;32;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.274;No;No;9.0;16.0;9.27;71;#ADFF2F
8.6;48;51.089;tesfatsion natnael;Androni Giocattoli - Sidermec;0;1:19;163;21;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.283;No;No;10.0;6.0;10.1;28;#FF0000
8.6;48;50.921;van der hoorn taco;Intermarche - Wanty - Gobert Materiaux;0;1:21;164;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.377;No;No;10.0;8.0;10.13;27;#FF0000
8.6;48;55.683;ulissi diego;UAE Team Emirates;0;0:29;17;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.274;No;No;9.0;16.0;9.27;71;#ADFF2F
8.6;48;50.341;cepeda jefferson alexander;Androni Giocattoli - Sidermec;0;1:28;175;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.7;No;No;10.0;15.0;10.25;21;#FF0000
8.6;48;50.016;fortunato lorenzo;EOLO-Kometa;0;1:32;180;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-1.881;No;No;10.0;19.0;10.32;18;#FF0000
8.6;48;55.583;de marchi alessandro;Israel Start-Up Nation;0;0:30;19;34;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.218;No;No;9.0;17.0;9.28;70;#ADFF2F
8.6;48;57.654;affini edoardo;Team Jumbo-Visma;40;0:10;2;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;2.371;No;No;8.0;57.0;8.95;89;#008000
8.6;48;55.484;felline fabio;Astana - Premier Tech;0;0:31;20;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.163;No;No;9.0;18.0;9.3;69;#FFFF00
8.6;48;55.385;tratnik jan;Bahrain - Victorious;0;0:32;23;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.108;No;No;9.0;19.0;9.32;68;#FFFF00
8.6;48;55.385;caruso damiano;Bahrain - Victorious;0;0:32;25;33;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.108;No;No;9.0;19.0;9.32;68;#FFFF00
8.6;48;55.385;dekker david;Team Jumbo-Visma;0;0:32;26;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.108;No;No;9.0;19.0;9.32;68;#FFFF00
8.6;48;55.286;honore mikkel frolich;Deceuninck - Quick Step;0;0:33;27;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.053;No;No;9.0;20.0;9.33;67;#FFFF00
8.6;48;55.286;battistella samuele;Astana - Premier Tech;0;0:33;28;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.053;No;No;9.0;20.0;9.33;67;#FFFF00
8.6;48;55.286;formolo davide;UAE Team Emirates;0;0:33;29;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.053;No;No;9.0;20.0;9.33;67;#FFFF00
8.6;48;57.333;foss tobias;Team Jumbo-Visma;20;0:13;3;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;2.192;No;No;9.0;0.0;9.0;86;#008000
8.6;48;55.286;sobrero matteo;Astana - Premier Tech;0;0:33;30;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.053;No;No;9.0;20.0;9.33;67;#FFFF00
8.6;48;55.187;hepburn michael;Team BikeExchange;0;0:34;31;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.998;No;No;9.0;21.0;9.35;66;#FFFF00
8.6;48;55.187;sivakov pavel;INEOS Grenadiers;0;0:34;32;23;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.998;No;No;9.0;21.0;9.35;66;#FFFF00
8.6;48;54.991;martinez daniel felipe;INEOS Grenadiers;0;0:36;33;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.889;No;No;9.0;23.0;9.38;64;#FFFF00
8.6;48;54.991;jorgenson matteo;Movistar Team;0;0:36;34;21;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.889;No;No;9.0;23.0;9.38;64;#FFFF00
8.6;48;54.796;carthy hugh;EF Education - Nippo;0;0:38;35;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.78;No;No;9.0;25.0;9.42;62;#FFFF00
8.6;48;54.796;bilbao pello;Bahrain - Victorious;0;0:38;36;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.78;No;No;9.0;25.0;9.42;62;#FFFF00
8.6;48;54.796;yates simon;Team BikeExchange;0;0:38;37;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.78;No;No;9.0;25.0;9.42;62;#FFFF00
8.6;48;54.796;mohoric matej;Bahrain - Victorious;0;0:38;38;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.78;No;No;9.0;25.0;9.42;62;#FFFF00
8.6;48;54.796;masnada fausto;Deceuninck - Quick Step;0;0:38;39;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.78;No;No;9.0;25.0;9.42;62;#FFFF00
8.6;48;56.912;almeida joao;Deceuninck - Quick Step;12;0:17;4;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.958;No;No;9.0;4.0;9.07;82;#008000
8.6;48;54.7;bernal egan;INEOS Grenadiers;0;0:39;40;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.727;No;No;9.0;26.0;9.43;61;#FFFF00
8.6;48;54.7;van den berg julius;EF Education - Nippo;0;0:39;43;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.727;No;No;9.0;26.0;9.43;61;#FFFF00
8.6;48;54.7;grossschartner felix;BORA - hansgrohe;0;0:39;44;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.727;No;No;9.0;26.0;9.43;61;#FFFF00
8.6;48;54.603;izagirre gorka;Astana - Premier Tech;0;0:40;45;33;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.673;No;No;9.0;27.0;9.45;61;#FFFF00
8.6;48;54.603;carr simon;EF Education - Nippo;0;0:40;47;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.673;No;No;9.0;27.0;9.45;61;#FFFF00
8.6;48;54.603;molard rudy;Groupama - FDJ;0;0:40;48;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.673;No;No;9.0;27.0;9.45;61;#FFFF00
8.6;48;54.507;gaviria fernando;UAE Team Emirates;0;0:41;49;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.619;No;No;9.0;28.0;9.47;60;#FFFF00
8.6;48;56.807;cavagna remi;Deceuninck - Quick Step;4;0:18;5;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.9;No;No;9.0;5.0;9.08;81;#008000
8.6;48;54.507;tejada harold;Astana - Premier Tech;0;0:41;53;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.619;No;No;9.0;28.0;9.47;60;#FFFF00
8.6;48;54.507;mollema bauke;Trek - Segafredo;0;0:41;54;34;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.619;No;No;9.0;28.0;9.47;60;#FFFF00
8.6;48;54.411;soler marc;Movistar Team;0;0:42;56;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.566;No;No;9.0;29.0;9.48;59;#FFA500
8.6;48;54.411;arndt nikias;Team DSM;0;0:42;57;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.566;No;No;9.0;29.0;9.48;59;#FFA500
8.6;48;54.411;riesebeek oscar;Alpecin-Fenix;0;0:42;58;28;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.566;No;No;9.0;29.0;9.48;59;#FFA500
8.6;48;54.316;schmid mauro;Team Qhubeka ASSOS;0;0:43;61;21;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.513;No;No;9.0;30.0;9.5;58;#FFA500
8.6;48;54.316;leysen senne;Alpecin-Fenix;0;0:43;63;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.513;No;No;9.0;30.0;9.5;58;#FFA500
8.6;48;54.221;bevin patrick;Israel Start-Up Nation;0;0:44;65;30;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.46;No;No;9.0;31.0;9.52;57;#FFA500
8.6;48;54.221;molano juan sebastian;UAE Team Emirates;0;0:44;66;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.46;No;No;9.0;31.0;9.52;57;#FFA500
8.6;48;54.126;juul-jensen christopher;Team BikeExchange;0;0:45;69;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.407;No;No;9.0;32.0;9.53;56;#FFA500
8.6;48;56.703;evenepoel remco;Deceuninck - Quick Step;0;0:19;7;21;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.842;No;No;9.0;6.0;9.1;80;#008000
8.6;48;54.126;denz nico;Team DSM;0;0:45;70;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.407;No;No;9.0;32.0;9.53;56;#FFA500
8.6;48;54.031;champoussin clement;AG2R Citroen Team;0;0:46;72;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.354;No;No;9.0;33.0;9.55;55;#FFA500
8.6;48;54.031;hindley jai;Team DSM;0;0:46;73;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.354;No;No;9.0;33.0;9.55;55;#FFA500
8.6;48;53.937;guerreiro ruben;EF Education - Nippo;0;0:47;74;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.302;No;No;9.0;34.0;9.57;54;#FFA500
8.6;48;53.937;bouwman koen;Team Jumbo-Visma;0;0:47;75;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.302;No;No;9.0;34.0;9.57;54;#FFA500
8.6;48;53.75;landa mikel;Bahrain - Victorious;0;0:49;77;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.198;No;No;9.0;36.0;9.6;53;#FFA500
8.6;48;53.75;van den berg lars;Groupama - FDJ;0;0:49;78;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.198;No;No;9.0;36.0;9.6;53;#FFA500
8.6;48;56.703;walscheid max;Team Qhubeka ASSOS;0;0:19;8;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;1.842;No;No;9.0;6.0;9.1;80;#008000
8.6;48;53.657;narvaez jhonatan;INEOS Grenadiers;0;0:50;80;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;goossens kobe;Lotto Soudal;0;0:50;81;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;wisniowski lukasz;Team Qhubeka ASSOS;0;0:50;82;29;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;hermans quinten;Intermarche - Wanty - Gobert Materiaux;0;0:50;83;25;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;puccio salvatore;INEOS Grenadiers;0;0:50;84;31;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;covi alessandro;UAE Team Emirates;0;0:50;85;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;warbasse larry;AG2R Citroen Team;0;0:50;87;30;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.657;vervaeke louis;Alpecin-Fenix;0;0:50;88;27;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.146;No;No;9.0;37.0;9.62;52;#FFA500
8.6;48;53.564;viviani elia;Cofidis;0;0:51;89;32;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.094;No;No;9.0;38.0;9.63;51;#FFA500
8.6;48;53.564;aleotti giovanni;BORA - hansgrohe;0;0:51;90;21;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.094;No;No;9.0;38.0;9.63;51;#FFA500
8.6;48;53.472;bardet romain;Team DSM;0;0:52;91;30;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.043;No;No;9.0;39.0;9.65;50;#FFA500
8.6;48;53.472;serry pieter;Deceuninck - Quick Step;0;0:52;92;32;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;0.043;No;No;9.0;39.0;9.65;50;#FFA500
8.6;48;53.379;valter attila;Groupama - FDJ;0;0:53;95;22;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.009;No;No;9.0;40.0;9.67;49;#FF0000
8.6;48;53.379;vendrame andrea;AG2R Citroen Team;0;0:53;96;26;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.009;No;No;9.0;40.0;9.67;49;#FF0000
8.6;48;53.379;arashiro yukiya;Bahrain - Victorious;0;0:53;97;36;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.009;No;No;9.0;40.0;9.67;49;#FF0000
8.6;48;53.379;scotson callum;Team BikeExchange;0;0:53;99;24;2021;Giro d'Italia;1;58.748;2021-05-08;0;Giro d'Italia;-0.009;No;No;9.0;40.0;9.67;49;#FF0000
30.3;24;53.787;ganna filippo;INEOS Grenadiers;100;0:33:48;1;24;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;2.51;No;No;33.0;48.0;33.8;91;#006400
30.3;24;48.202;arashiro yukiya;Bahrain - Victorious;0;3:55;100;36;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.53;No;No;37.0;43.0;37.72;41;#FF0000
30.3;24;48.202;hermans quinten;Intermarche - Wanty - Gobert Materiaux;0;3:55;101;25;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.53;No;No;37.0;43.0;37.72;41;#FF0000
30.3;24;48.138;cimolai davide;Israel Start-Up Nation;0;3:58;102;31;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.565;No;No;37.0;46.0;37.77;40;#FF0000
30.3;24;48.032;bouchard geoffrey;AG2R Citroen Team;0;4:03;105;29;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.622;No;No;37.0;51.0;37.85;39;#FF0000
30.3;24;47.905;petilli simone;Intermarche - Wanty - Gobert Materiaux;0;4:09;108;28;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.691;No;No;37.0;57.0;37.95;38;#FF0000
30.3;24;47.905;molard rudy;Groupama - FDJ;0;4:09;109;31;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.691;No;No;37.0;57.0;37.95;38;#FF0000
30.3;24;47.717;pedrero antonio;Movistar Team;0;4:18;113;29;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.794;No;No;38.0;6.0;38.1;36;#FF0000
30.3;24;47.633;oldani stefano;Lotto Soudal;0;4:22;116;23;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.84;No;No;38.0;10.0;38.17;36;#FF0000
30.3;24;47.612;benedetti cesare;BORA - hansgrohe;0;4:23;117;33;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.851;No;No;38.0;11.0;38.18;35;#FF0000
30.3;24;47.571;schmid mauro;Team Qhubeka ASSOS;0;4:25;119;21;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-0.873;No;No;38.0;13.0;38.22;35;#FF0000
30.3;24;52.291;foss tobias;Team Jumbo-Visma;0;0:58;12;24;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.696;No;No;34.0;46.0;34.77;77;#ADFF2F
30.3;24;52.191;arndt nikias;Team DSM;0;1:02;13;29;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.641;No;No;34.0;50.0;34.83;77;#ADFF2F
30.3;24;46.595;vermeersch gianni;Alpecin-Fenix;0;5:13;132;28;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-1.404;No;No;39.0;1.0;39.02;26;#FF0000
30.3;24;46.556;fortunato lorenzo;EOLO-Kometa;0;5:15;133;25;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-1.426;No;No;39.0;3.0;39.05;26;#FF0000
30.3;24;46.437;van der hoorn taco;Intermarche - Wanty - Gobert Materiaux;0;5:21;135;27;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-1.49;No;No;39.0;9.0;39.15;25;#FF0000
30.3;24;46.378;guglielmi simon;Groupama - FDJ;0;5:24;136;23;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-1.523;No;No;39.0;12.0;39.2;24;#FF0000
30.3;24;51.721;martinez daniel felipe;INEOS Grenadiers;0;1:21;14;25;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.385;No;No;35.0;9.0;35.15;72;#ADFF2F
30.3;24;46.181;tesfatsion natnael;Androni Giocattoli - Sidermec;0;5:34;140;22;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;-1.63;No;No;39.0;22.0;39.37;23;#FF0000
30.3;24;51.672;ulissi diego;UAE Team Emirates;0;1:23;15;31;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.359;No;No;35.0;11.0;35.18;72;#ADFF2F
30.3;24;51.672;caruso damiano;Bahrain - Victorious;0;1:23;17;33;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.359;No;No;35.0;11.0;35.18;72;#ADFF2F
30.3;24;51.672;grossschartner felix;BORA - hansgrohe;0;1:23;18;27;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.359;No;No;35.0;11.0;35.18;72;#ADFF2F
30.3;24;51.599;vlasov aleksandr;Astana - Premier Tech;0;1:26;19;25;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.319;No;No;35.0;14.0;35.23;71;#ADFF2F
30.3;24;53.471;cavagna remi;Deceuninck - Quick Step;40;0:12;2;25;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;2.338;No;No;33.0;60.0;34.0;88;#008000
30.3;24;51.308;van den berg julius;EF Education - Nippo;0;1:38;20;24;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.161;No;No;35.0;26.0;35.43;69;#FFFF00
30.3;24;51.139;bouwman koen;Team Jumbo-Visma;0;1:45;21;27;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.069;No;No;35.0;33.0;35.55;67;#FFFF00
30.3;24;51.02;formolo davide;UAE Team Emirates;0;1:50;22;28;2021;Giro d'Italia;21;53.787;2021-05-30;0;Giro d'Italia;1.004;No;No;35.0;38.0;35.63;66;#FFFF00
