distancia;desnivel;velocidad;corredor;equipo;uci;tiempo;puesto;edad;anio;carrera;etapa;ganador;fecha;categoria;nombre_carr;Coef;cronoescalada;prologo;minutos;segundos;minutos_decimales;rating_carrera;color_carrera
10.05;16;52.208;lampaert yves;Etixx - Quick Step;0;0:25;14;24;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;1.236;No;No;11.0;33.0;11.55;70;#ADFF2F
10.05;16;47.731;selig rudiger;Bora - Argon 18;0;1:30;147;27;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;-0.77;No;No;12.0;38.0;12.63;37;#FF0000
10.05;16;47.294;rota lorenzo;Bardiani - CSF;0;1:37;152;20;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;-0.966;No;No;12.0;45.0;12.75;34;#FF0000
10.05;16;46.266;haller marco;Team Katusha ;0;1:54;167;24;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;-1.426;No;No;13.0;2.0;13.03;26;#FF0000
10.05;16;43.801;bennett sam;Bora - Argon 18;0;2:38;171;25;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;-2.531;No;No;13.0;46.0;13.77;8;#FF0000
10.05;16;42.665;vermote julien;Etixx - Quick Step;0;3:00;172;26;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;-3.04;No;No;14.0;8.0;14.13;1;#FF0000
10.05;16;51.983;kragh andersen soren;Team Giant - Alpecin;0;0:28;20;21;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;1.135;No;No;11.0;36.0;11.6;68;#FFFF00
10.05;16;51.76;durbridge luke;Orica GreenEDGE;0;0:31;24;24;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;1.036;No;No;11.0;39.0;11.65;67;#FFFF00
10.05;16;51.612;jungels bob;Etixx - Quick Step;0;0:33;25;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.969;No;No;11.0;41.0;11.68;65;#FFFF00
10.05;16;51.392;sutterlin jasha;Movistar Team;0;0:36;29;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.871;No;No;11.0;44.0;11.73;64;#FFFF00
10.05;16;51.392;roglic primoz;Team LottoNL-Jumbo;0;0:36;30;26;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.871;No;No;11.0;44.0;11.73;64;#FFFF00
10.05;16;51.174;kwiatkowski michal;Team Sky;0;0:39;34;25;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.773;No;No;11.0;47.0;11.78;62;#FFFF00
10.05;16;51.102;mollema bauke;Trek - Segafredo;0;0:40;38;29;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.741;No;No;11.0;48.0;11.8;62;#FFFF00
10.05;16;50.958;juul-jensen christopher;Orica GreenEDGE;0;0:42;41;26;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.676;No;No;11.0;50.0;11.83;61;#FFFF00
10.05;16;50.672;gaviria fernando;Etixx - Quick Step;0;0:46;49;21;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.548;No;No;11.0;54.0;11.9;59;#FFA500
10.05;16;50.672;poels wout;Team Sky;0;0:46;50;28;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.548;No;No;11.0;54.0;11.9;59;#FFA500
10.05;16;50.672;ulissi diego;Lampre - Merida;0;0:46;51;26;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.548;No;No;11.0;54.0;11.9;59;#FFA500
10.05;16;50.39;puccio salvatore;Team Sky;0;0:50;57;26;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.422;No;No;11.0;58.0;11.97;56;#FFA500
10.05;16;50.39;cattaneo mattia;Lampre - Merida;0;0:50;59;25;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.422;No;No;11.0;58.0;11.97;56;#FFA500
10.05;16;50.32;roosen timo;Team LottoNL-Jumbo;0;0:51;61;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.39;No;No;11.0;59.0;11.98;56;#FFA500
10.05;16;50.32;stuyven jasper;Trek - Segafredo;0;0:51;64;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.39;No;No;11.0;59.0;11.98;56;#FFA500
10.05;16;50.18;cavendish mark;Team Dimension Data;0;0:53;67;30;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.328;No;No;12.0;1.0;12.02;55;#FFA500
10.05;16;50.18;amador andrey;Movistar Team;0;0:53;68;29;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.328;No;No;12.0;1.0;12.02;55;#FFA500
10.05;16;52.664;boasson hagen edvald;Team Dimension Data;0;0:19;7;28;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;1.441;No;No;11.0;27.0;11.45;73;#ADFF2F
10.05;16;49.835;yates adam;Orica GreenEDGE;0;0:58;83;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.173;No;No;12.0;6.0;12.1;52;#FFA500
10.05;16;49.835;viviani elia;Team Sky;0;0:58;84;27;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.173;No;No;12.0;6.0;12.1;52;#FFA500
10.05;16;49.698;teunissen mike;Team LottoNL-Jumbo;0;1:00;87;23;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.112;No;No;12.0;8.0;12.13;51;#FFA500
10.05;16;52.435;caruso damiano;BMC Racing Team;0;0:22;9;28;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;1.338;No;No;11.0;30.0;11.5;72;#ADFF2F
10.05;16;49.562;konrad patrick;Bora - Argon 18;0;1:02;92;24;2016;Tirreno-Adriatico;7;54.16;2016-03-15;1;Tirreno-Adriatico;0.051;No;No;12.0;10.0;12.17;50;#FFA500
5.4;2;50.103;konrad patrick;Bora - Argon 18;0;0:24;103;23;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.116;No;Si;6.0;28.0;6.47;48;#FF0000
5.4;2;52.258;castroviejo jonathan;Movistar Team;0;0:08;11;27;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.374;No;Si;6.0;12.0;6.2;72;#ADFF2F
5.4;2;49.719;lutsenko alexey;Astana Pro Team;0;0:27;112;22;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.382;No;Si;6.0;31.0;6.52;43;#FF0000
5.4;2;49.719;formolo davide;Team Cannondale - Garmin ;0;0:27;114;22;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.382;No;Si;6.0;31.0;6.52;43;#FF0000
5.4;2;52.258;boasson hagen edvald;MTN - Qhubeka;0;0:08;12;27;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.374;No;Si;6.0;12.0;6.2;72;#ADFF2F
5.4;2;49.466;mezgec luka;Team Giant - Alpecin;0;0:29;122;26;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.557;No;Si;6.0;33.0;6.55;40;#FF0000
5.4;2;48.722;arashiro yukiya;Team Europcar;0;0:35;148;30;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-1.072;No;Si;6.0;39.0;6.65;32;#FF0000
5.4;2;51.979;geschke simon;Team Giant - Alpecin;0;0:10;17;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.181;No;Si;6.0;14.0;6.23;69;#FFFF00
5.4;2;51.979;uran rigoberto;Etixx - Quick Step;0;0:10;19;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.181;No;Si;6.0;14.0;6.23;69;#FFFF00
5.4;2;51.84;hepburn michael;Orica GreenEDGE;0;0:11;20;23;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.085;No;Si;6.0;15.0;6.25;67;#FFFF00
5.4;2;51.84;poels wout;Team Sky;0;0:11;22;27;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.085;No;Si;6.0;15.0;6.25;67;#FFFF00
5.4;2;51.84;amador andrey;Movistar Team;0;0:11;25;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.085;No;Si;6.0;15.0;6.25;67;#FFFF00
5.4;2;51.84;herrada jesus;Movistar Team;0;0:11;27;24;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;1.085;No;Si;6.0;15.0;6.25;67;#FFFF00
5.4;2;51.702;cavendish mark;Etixx - Quick Step;0;0:12;30;29;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.99;No;Si;6.0;16.0;6.27;66;#FFFF00
5.4;2;51.702;arndt nikias;Team Giant - Alpecin;0;0:12;31;23;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.99;No;Si;6.0;16.0;6.27;66;#FFFF00
5.4;2;51.702;viviani elia;Team Sky;0;0:12;33;26;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.99;No;Si;6.0;16.0;6.27;66;#FFFF00
5.4;2;51.293;mollema bauke;Trek Factory Racing ;0;0:15;50;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.707;No;Si;6.0;19.0;6.32;61;#FFFF00
5.4;2;51.158;caruso damiano;BMC Racing Team;0;0:16;52;27;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.613;No;Si;6.0;20.0;6.33;60;#FFFF00
5.4;2;51.158;durbridge luke;Orica GreenEDGE;0;0:16;53;23;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.613;No;Si;6.0;20.0;6.33;60;#FFFF00
5.4;2;50.89;vermote julien;Etixx - Quick Step;0;0:18;62;25;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.428;No;Si;6.0;22.0;6.37;57;#FFA500
5.4;2;50.89;puccio salvatore;Team Sky;0;0:18;66;25;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.428;No;Si;6.0;22.0;6.37;57;#FFA500
5.4;2;50.757;gruzdev dmitriy;Astana Pro Team;0;0:19;71;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.336;No;Si;6.0;23.0;6.38;55;#FFA500
5.4;2;50.625;bennett sam;Bora - Argon 18;0;0:20;73;24;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.245;No;Si;6.0;24.0;6.4;54;#FFA500
5.4;2;50.625;yates adam;Orica GreenEDGE;0;0:20;75;22;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.245;No;Si;6.0;24.0;6.4;54;#FFA500
5.4;2;50.494;quintana nairo;Movistar Team;0;0:21;81;25;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.154;No;Si;6.0;25.0;6.42;52;#FFA500
5.4;2;50.363;juul-jensen christopher;Tinkoff - Saxo;0;0:22;88;25;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;0.063;No;Si;6.0;26.0;6.43;51;#FFA500
5.4;2;50.233;meintjes louis;MTN - Qhubeka;0;0:23;96;23;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.027;No;Si;6.0;27.0;6.45;49;#FF0000
5.4;2;50.233;de marchi alessandro;BMC Racing Team;0;0:23;97;28;2015;Tirreno-Adriatico;0;53.41;2015-03-11;1;Tirreno-Adriatico;-0.027;No;Si;6.0;27.0;6.45;49;#FF0000
10.0;8;50.776;boasson hagen edvald;MTN - Qhubeka;0;0:26;10;27;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.355;No;No;11.0;49.0;11.82;72;#ADFF2F
10.0;8;44.944;bennett sam;Bora - Argon 18;0;1:58;129;24;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-1.569;No;No;13.0;21.0;13.35;24;#FF0000
10.0;8;50.491;juul-jensen christopher;Tinkoff - Saxo;0;0:30;13;25;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.212;No;No;11.0;53.0;11.88;69;#FFFF00
10.0;8;50.209;caruso damiano;BMC Racing Team;0;0:34;21;27;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.071;No;No;11.0;57.0;11.95;67;#FFFF00
10.0;8;50.209;mollema bauke;Trek Factory Racing ;0;0:34;22;28;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.071;No;No;11.0;57.0;11.95;67;#FFFF00
10.0;8;49.931;poels wout;Team Sky;0;0:38;25;27;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.931;No;No;12.0;1.0;12.02;65;#FFFF00
10.0;8;49.931;uran rigoberto;Etixx - Quick Step;0;0:38;26;28;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.931;No;No;12.0;1.0;12.02;65;#FFFF00
10.0;8;49.793;lutsenko alexey;Astana Pro Team;0;0:40;27;22;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.862;No;No;12.0;3.0;12.05;64;#FFFF00
10.0;8;49.587;durbridge luke;Orica GreenEDGE;0;0:43;32;23;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.759;No;No;12.0;6.0;12.1;62;#FFFF00
10.0;8;49.587;arndt nikias;Team Giant - Alpecin;0;0:43;33;23;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.759;No;No;12.0;6.0;12.1;62;#FFFF00
10.0;8;51.799;castroviejo jonathan;Movistar Team;1;0:12;4;27;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.868;No;No;11.0;35.0;11.58;80;#008000
10.0;8;49.046;vermote julien;Etixx - Quick Step;0;0:51;48;25;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.488;No;No;12.0;14.0;12.23;58;#FFA500
10.0;8;48.913;formolo davide;Team Cannondale - Garmin ;0;0:53;52;22;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.421;No;No;12.0;16.0;12.27;56;#FFA500
10.0;8;48.78;quintana nairo;Movistar Team;0;0:55;55;25;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.354;No;No;12.0;18.0;12.3;55;#FFA500
10.0;8;51.502;hepburn michael;Orica GreenEDGE;0;0:16;6;23;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.719;No;No;11.0;39.0;11.65;78;#ADFF2F
10.0;8;48.452;yates adam;Orica GreenEDGE;0;1:00;65;22;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.19;No;No;12.0;23.0;12.38;53;#FFA500
10.0;8;48.322;konrad patrick;Bora - Argon 18;0;1:02;69;23;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.125;No;No;12.0;25.0;12.42;52;#FFA500
10.0;8;48.257;gruzdev dmitriy;Astana Pro Team;0;1:03;70;29;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;0.092;No;No;12.0;26.0;12.43;51;#FFA500
10.0;8;47.936;herrada jesus;Movistar Team;0;1:08;75;24;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-0.069;No;No;12.0;31.0;12.52;48;#FF0000
10.0;8;47.936;de marchi alessandro;BMC Racing Team;0;1:08;76;28;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-0.069;No;No;12.0;31.0;12.52;48;#FF0000
10.0;8;47.936;puccio salvatore;Team Sky;0;1:08;77;25;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-0.069;No;No;12.0;31.0;12.52;48;#FF0000
10.0;8;47.872;meintjes louis;MTN - Qhubeka;0;1:09;78;23;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-0.101;No;No;12.0;32.0;12.53;48;#FF0000
10.0;8;50.847;amador andrey;Movistar Team;0;0:25;9;28;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;1.391;No;No;11.0;48.0;11.8;72;#ADFF2F
10.0;8;47.244;arashiro yukiya;Team Europcar;0;1:19;90;30;2015;Tirreno-Adriatico;7;52.71;2015-03-17;1;Tirreno-Adriatico;-0.416;No;No;12.0;42.0;12.7;43;#FF0000
9.1;8;51.268;durbridge luke;Orica GreenEDGE;0;0:26;10;22;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.499;No;No;10.0;39.0;10.65;74;#ADFF2F
9.1;8;48.106;konovalovas ignatas;MTN - Qhubeka;0;1:08;107;28;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-0.407;No;No;11.0;21.0;11.35;43;#FF0000
9.1;8;47.825;arashiro yukiya;Team Europcar;0;1:12;115;29;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-0.577;No;No;11.0;25.0;11.42;40;#FF0000
9.1;8;47.755;bennett sam;Team NetApp - Endura;0;1:13;116;23;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-0.619;No;No;11.0;26.0;11.43;39;#FF0000
9.1;8;50.87;demare arnaud;FDJ.fr ;0;0:31;12;22;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.259;No;No;10.0;44.0;10.73;70;#ADFF2F
9.1;8;47.616;benedetti cesare;Team NetApp - Endura;0;1:15;122;26;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-0.703;No;No;11.0;28.0;11.47;38;#FF0000
9.1;8;50.87;amador andrey;Movistar Team;0;0:31;13;27;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.259;No;No;10.0;44.0;10.73;70;#ADFF2F
9.1;8;47.41;mollema bauke;Belkin-Pro Cycling Team;0;1:18;131;27;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-0.827;No;No;11.0;31.0;11.52;36;#FF0000
9.1;8;46.934;cavendish mark;Omega Pharma - Quick-Step;0;1:25;141;28;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;-1.114;No;No;11.0;38.0;11.63;31;#FF0000
9.1;8;50.712;hepburn michael;Orica GreenEDGE;0;0:33;15;22;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.164;No;No;10.0;46.0;10.77;69;#FFFF00
9.1;8;50.634;ulissi diego;Lampre - Merida;0;0:34;16;24;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.117;No;No;10.0;47.0;10.78;68;#FFFF00
9.1;8;50.323;quintana nairo;Movistar Team;0;0:38;20;24;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.929;No;No;10.0;51.0;10.85;65;#FFFF00
9.1;8;50.015;castroviejo jonathan;Movistar Team;0;0:42;31;26;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.743;No;No;10.0;55.0;10.92;62;#FFFF00
9.1;8;49.863;arndt nikias;Team Giant - Shimano;0;0:44;40;22;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.652;No;No;10.0;57.0;10.95;60;#FFFF00
9.1;8;49.712;uran rigoberto;Omega Pharma - Quick-Step;0;0:46;43;27;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.561;No;No;10.0;59.0;10.98;59;#FFA500
9.1;8;49.712;lutsenko alexey;Astana Pro Team;0;0:46;44;21;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.561;No;No;10.0;59.0;10.98;59;#FFA500
9.1;8;49.263;gruzdev dmitriy;Astana Pro Team;0;0:52;62;28;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.29;No;No;11.0;5.0;11.08;54;#FFA500
9.1;8;49.189;geschke simon;Team Giant - Shimano;0;0:53;69;28;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.245;No;No;11.0;6.0;11.1;54;#FFA500
9.1;8;51.591;kwiatkowski michal;Omega Pharma - Quick-Step;0;0:22;7;23;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;1.693;No;No;10.0;35.0;10.58;77;#ADFF2F
9.1;8;48.896;hermans ben;BMC Racing Team;0;0:57;80;27;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.069;No;No;11.0;10.0;11.17;51;#FFA500
9.1;8;48.896;morkov michael;Tinkoff - Saxo;0;0:57;81;28;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.069;No;No;11.0;10.0;11.17;51;#FFA500
9.1;8;48.896;poels wout;Omega Pharma - Quick-Step;0;0:57;82;26;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.069;No;No;11.0;10.0;11.17;51;#FFA500
9.1;8;48.896;cimolai davide;Lampre - Merida;0;0:57;84;24;2014;Tirreno-Adriatico;7;53.44;2014-03-18;1;Tirreno-Adriatico;0.069;No;No;11.0;10.0;11.17;51;#FFA500
9.2;6;46.064;cimolai davide;Lampre - Merida;0;1:34;100;23;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-1.439;No;No;11.0;59.0;11.98;26;#FF0000
9.2;6;50.106;geschke simon;Team Argos - Shimano;0;0:36;22;26;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;0.773;No;No;11.0;1.0;11.02;62;#FFFF00
9.2;6;49.655;uran rigoberto;Sky Procycling;0;0:42;29;26;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;0.526;No;No;11.0;7.0;11.12;58;#FFA500
9.2;6;52.157;amador andrey;Movistar Team;2;0:10;3;26;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;1.895;No;No;10.0;35.0;10.58;81;#008000
9.2;6;51.831;castroviejo jonathan;Movistar Team;1;0:14;5;25;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;1.717;No;No;10.0;39.0;10.65;78;#ADFF2F
9.2;6;48.85;poels wout;Vacansoleil - DCM;0;0:53;52;25;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;0.085;No;No;11.0;18.0;11.3;51;#FFA500
9.2;6;48.563;puccio salvatore;Sky Procycling;0;0:57;63;23;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-0.072;No;No;11.0;22.0;11.37;48;#FF0000
9.2;6;48.14;caruso damiano;Cannondale Pro Cycling Team;0;1:03;66;25;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-0.303;No;No;11.0;28.0;11.47;45;#FF0000
9.2;6;51.269;kwiatkowski michal;Omega Pharma - Quick-Step;0;0:21;8;22;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;1.409;No;No;10.0;46.0;10.77;73;#ADFF2F
9.2;6;47.179;demare arnaud;FDJ;0;1:17;87;21;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-0.829;No;No;11.0;42.0;11.7;36;#FF0000
9.2;6;51.111;cataldo dario;Sky Procycling;0;0:23;9;27;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;1.323;No;No;10.0;48.0;10.8;71;#ADFF2F
9.2;6;46.714;benedetti cesare;Team NetApp - Endura;0;1:24;93;25;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-1.084;No;No;11.0;49.0;11.82;32;#FF0000
9.2;6;46.257;mollema bauke;Blanco Pro Cycling Team;0;1:31;98;26;2013;Tirreno-Adriatico;7;52.992;2013-03-12;1;Tirreno-Adriatico;-1.334;No;No;11.0;56.0;11.93;27;#FF0000
9.3;6;45.613;landa mikel;Euskaltel - Euskadi;0;1:38;134;22;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;-1.604;No;No;12.0;14.0;12.23;23;#FF0000
9.3;6;50.651;cataldo dario;Omega Pharma - Quick-Step;0;0:25;16;26;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;1.258;No;No;11.0;1.0;11.02;70;#ADFF2F
9.3;6;50.574;amador andrey;Movistar Team;0;0:26;19;25;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;1.215;No;No;11.0;2.0;11.03;70;#ADFF2F
9.3;6;50.498;poels wout;Vacansoleil - DCM;0;0:27;22;24;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;1.171;No;No;11.0;3.0;11.05;69;#FFFF00
9.3;6;49.821;costa rui;Movistar Team;0;0:36;39;25;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;0.787;No;No;11.0;12.0;11.2;62;#FFFF00
9.3;6;49.163;izagirre ion;Euskaltel - Euskadi;0;0:45;51;23;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;0.413;No;No;11.0;21.0;11.35;56;#FFA500
9.3;6;48.522;kruijswijk steven;Rabobank Cycling Team;0;0:54;64;24;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;0.049;No;No;11.0;30.0;11.5;50;#FFA500
9.3;6;47.966;majka rafal;Team Saxo Bank - Tinkoff Bank;0;1:02;86;22;2012;Tirreno-Adriatico;7;52.642;2012-03-13;1;Tirreno-Adriatico;-0.267;No;No;11.0;38.0;11.63;45;#FF0000
9.3;8;46.695;cavendish mark;HTC - High Road;0;1:24;101;25;2011;Tirreno-Adriatico;7;52.891;2011-03-15;1;Tirreno-Adriatico;-0.568;No;No;11.0;57.0;11.95;40;#FF0000
9.3;8;50.195;hermans ben;RadioShack;0;0:34;16;24;2011;Tirreno-Adriatico;7;52.891;2011-03-15;1;Tirreno-Adriatico;1.185;No;No;11.0;7.0;11.12;69;#FFFF00
9.3;8;50.195;morkov michael;Saxo Bank - Sungard;0;0:34;17;25;2011;Tirreno-Adriatico;7;52.891;2011-03-15;1;Tirreno-Adriatico;1.185;No;No;11.0;7.0;11.12;69;#FFFF00
